   0.0000000e+00   0.0000000e+00   4.0000000e+00   1.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   5.0000000e-04   2.0000000e-04   4.0001000e+00   9.9999847e-01   4.9969197e-04   1.6667471e-03   1.6623017e-04
   1.0000000e-03   4.0000000e-04   4.0002000e+00   9.9999389e-01   9.9879614e-04   3.3336622e-03   3.3153797e-04
   1.5000000e-03   6.0000000e-04   4.0003000e+00   9.9998625e-01   1.4972979e-03   5.0007408e-03   4.9596214e-04
   2.0000000e-03   8.0000000e-04   4.0004000e+00   9.9997556e-01   1.9951820e-03   6.6679694e-03   6.5952661e-04
   2.5000000e-03   1.0000000e-03   4.0005000e+00   9.9996182e-01   2.4924789e-03   8.3353451e-03   8.2218805e-04
   3.0000000e-03   1.2000000e-03   4.0006000e+00   9.9994502e-01   2.9891660e-03   1.0002860e-02   9.8396286e-04
   3.5000000e-03   1.4000000e-03   4.0007000e+00   9.9992517e-01   3.4852541e-03   1.1670518e-02   1.1448599e-03
   4.0000000e-03   1.6000000e-03   4.0008000e+00   9.9990227e-01   3.9807449e-03   1.3338300e-02   1.3048359e-03
   4.5000000e-03   1.8000000e-03   4.0009000e+00   9.9987631e-01   4.4756268e-03   1.5006201e-02   1.4639669e-03
   5.0000000e-03   2.0000000e-03   4.0010000e+00   9.9984731e-01   4.9699098e-03   1.6674231e-02   1.6222019e-03
   5.5000000e-03   2.2000000e-03   4.0011000e+00   9.9981525e-01   5.4635968e-03   1.8342367e-02   1.7795722e-03
   6.0000000e-03   2.4000000e-03   4.0012000e+00   9.9978015e-01   5.9566851e-03   2.0010609e-02   1.9360790e-03
   6.5000000e-03   2.6000000e-03   4.0013000e+00   9.9974199e-01   6.4491662e-03   2.1678952e-02   2.0916644e-03
   7.0000000e-03   2.8000000e-03   4.0014000e+00   9.9970079e-01   6.9410477e-03   2.3347395e-02   2.2464038e-03
   7.5000000e-03   3.0000000e-03   4.0015000e+00   9.9965654e-01   7.4323344e-03   2.5015919e-02   2.4002541e-03
   8.0000000e-03   3.2000000e-03   4.0016000e+00   9.9960924e-01   7.9230243e-03   2.6684535e-02   2.5532238e-03
   8.5000000e-03   3.4000000e-03   4.0017000e+00   9.9955890e-01   8.4131035e-03   2.8353224e-02   2.7053517e-03
   9.0000000e-03   3.6000000e-03   4.0018000e+00   9.9950551e-01   8.9025893e-03   3.0021976e-02   2.8566018e-03
   9.5000000e-03   3.8000000e-03   4.0019000e+00   9.9944907e-01   9.3914773e-03   3.1690807e-02   3.0069749e-03
   1.0000000e-02   4.0000000e-03   4.0020000e+00   9.9938959e-01   9.8797602e-03   3.3359688e-02   3.1565176e-03
   1.0500000e-02   4.2000000e-03   4.0021000e+00   9.9932707e-01   1.0367444e-02   3.5028638e-02   3.3051560e-03
   1.1000000e-02   4.4000000e-03   4.0022000e+00   9.9926150e-01   1.0854533e-02   3.6697618e-02   3.4529364e-03
   1.1500000e-02   4.6000000e-03   4.0023000e+00   9.9919289e-01   1.1341035e-02   3.8366651e-02   3.5998594e-03
   1.2000000e-02   4.8000000e-03   4.0024000e+00   9.9912123e-01   1.1826921e-02   4.0035717e-02   3.7458899e-03
   1.2500000e-02   5.0000000e-03   4.0025000e+00   9.9904653e-01   1.2312214e-02   4.1704819e-02   3.8911253e-03
   1.3000000e-02   5.2000000e-03   4.0026000e+00   9.9896880e-01   1.2796917e-02   4.3373948e-02   4.0354544e-03
   1.3500000e-02   5.4000000e-03   4.0027000e+00   9.9888802e-01   1.3281017e-02   4.5043089e-02   4.1789615e-03
   1.4000000e-02   5.6000000e-03   4.0028000e+00   9.9880420e-01   1.3764522e-02   4.6712247e-02   4.3215797e-03
   1.4500000e-02   5.8000000e-03   4.0029000e+00   9.9871734e-01   1.4247428e-02   4.8381416e-02   4.4633402e-03
   1.5000000e-02   6.0000000e-03   4.0030000e+00   9.9862744e-01   1.4729742e-02   5.0050592e-02   4.6042813e-03
   1.5500000e-02   6.2000000e-03   4.0031000e+00   9.9853451e-01   1.5211450e-02   5.1719753e-02   4.7443227e-03
   1.6000000e-02   6.4000000e-03   4.0032000e+00   9.9843854e-01   1.5692573e-02   5.3388912e-02   4.8835608e-03
   1.6500000e-02   6.6000000e-03   4.0033000e+00   9.9833953e-01   1.6173091e-02   5.5058053e-02   5.0219388e-03
   1.7000000e-02   6.8000000e-03   4.0034000e+00   9.9823749e-01   1.6653011e-02   5.6727175e-02   5.1594564e-03
   1.7500000e-02   7.0000000e-03   4.0035000e+00   9.9813241e-01   1.7132349e-02   5.8396265e-02   5.2961149e-03
   1.8000000e-02   7.2000000e-03   4.0036000e+00   9.9802430e-01   1.7611084e-02   6.0065336e-02   5.4319380e-03
   1.8500000e-02   7.4000000e-03   4.0037000e+00   9.9791315e-01   1.8089223e-02   6.1734363e-02   5.5669116e-03
   1.9000000e-02   7.6000000e-03   4.0038000e+00   9.9779897e-01   1.8566767e-02   6.3403342e-02   5.7010366e-03
   1.9500000e-02   7.8000000e-03   4.0039000e+00   9.9768176e-01   1.9043728e-02   6.5072274e-02   5.8343209e-03
   2.0000000e-02   8.0000000e-03   4.0040000e+00   9.9756152e-01   1.9520085e-02   6.6741148e-02   5.9667887e-03
   2.0500000e-02   8.2000000e-03   4.0041000e+00   9.9743824e-01   1.9995847e-02   6.8409968e-02   6.0984104e-03
   2.1000000e-02   8.4000000e-03   4.0042000e+00   9.9731194e-01   2.0471016e-02   7.0078726e-02   6.2291873e-03
   2.1500000e-02   8.6000000e-03   4.0043000e+00   9.9718261e-01   2.0945591e-02   7.1747404e-02   6.3591351e-03
   2.2000000e-02   8.8000000e-03   4.0044000e+00   9.9705025e-01   2.1419571e-02   7.3416004e-02   6.4882250e-03
   2.2500000e-02   9.0000000e-03   4.0045000e+00   9.9691486e-01   2.1892976e-02   7.5084520e-02   6.6164709e-03
   2.3000000e-02   9.2000000e-03   4.0046000e+00   9.9677644e-01   2.2365769e-02   7.6752957e-02   6.7438766e-03
   2.3500000e-02   9.4000000e-03   4.0047000e+00   9.9663500e-01   2.2837979e-02   7.8421291e-02   6.8704858e-03
   2.4000000e-02   9.6000000e-03   4.0048000e+00   9.9649053e-01   2.3309597e-02   8.0089530e-02   6.9962399e-03
   2.4500000e-02   9.8000000e-03   4.0049000e+00   9.9634304e-01   2.3780620e-02   8.1757650e-02   7.1212001e-03
   2.5000000e-02   1.0000000e-02   4.0050000e+00   9.9619253e-01   2.4251063e-02   8.3425675e-02   7.2452766e-03
   2.5500000e-02   1.0200000e-02   4.0051000e+00   9.9603899e-01   2.4720897e-02   8.5093570e-02   7.3685754e-03
   2.6000000e-02   1.0400000e-02   4.0052000e+00   9.9588243e-01   2.5190152e-02   8.6761350e-02   7.4909922e-03
   2.6500000e-02   1.0600000e-02   4.0053000e+00   9.9572285e-01   2.5658820e-02   8.8428996e-02   7.6126023e-03
   2.7000000e-02   1.0800000e-02   4.0054000e+00   9.9556024e-01   2.6126887e-02   9.0096515e-02   7.7333775e-03
   2.7500000e-02   1.1000000e-02   4.0055000e+00   9.9539462e-01   2.6594384e-02   9.1763894e-02   7.8533464e-03
   2.8000000e-02   1.1200000e-02   4.0056000e+00   9.9522598e-01   2.7061283e-02   9.3431111e-02   7.9724668e-03
   2.8500000e-02   1.1400000e-02   4.0057000e+00   9.9505432e-01   2.7527582e-02   9.5098191e-02   8.0907845e-03
   2.9000000e-02   1.1600000e-02   4.0058000e+00   9.9487965e-01   2.7993310e-02   9.6765119e-02   8.2082826e-03
   2.9500000e-02   1.1800000e-02   4.0059000e+00   9.9470195e-01   2.8458442e-02   9.8431874e-02   8.3249342e-03
   3.0000000e-02   1.2000000e-02   4.0060000e+00   9.9452125e-01   2.8922982e-02   1.0009847e-01   8.4407696e-03
   3.0500000e-02   1.2200000e-02   4.0061000e+00   9.9433753e-01   2.9386941e-02   1.0176489e-01   8.5558032e-03
   3.1000000e-02   1.2400000e-02   4.0062000e+00   9.9415079e-01   2.9850306e-02   1.0343112e-01   8.6700217e-03
   3.1500000e-02   1.2600000e-02   4.0063000e+00   9.9396104e-01   3.0313097e-02   1.0509717e-01   8.7833941e-03
   3.2000000e-02   1.2800000e-02   4.0064000e+00   9.9376828e-01   3.0775289e-02   1.0676304e-01   8.8959686e-03
   3.2500000e-02   1.3000000e-02   4.0065000e+00   9.9357251e-01   3.1236905e-02   1.0842871e-01   9.0077131e-03
   3.3000000e-02   1.3200000e-02   4.0066000e+00   9.9337373e-01   3.1697933e-02   1.1009417e-01   9.1186744e-03
   3.3500000e-02   1.3400000e-02   4.0067000e+00   9.9317194e-01   3.2158374e-02   1.1175943e-01   9.2287636e-03
   3.4000000e-02   1.3600000e-02   4.0068000e+00   9.9296714e-01   3.2618225e-02   1.1342447e-01   9.3380857e-03
   3.4500000e-02   1.3800000e-02   4.0069000e+00   9.9275933e-01   3.3077501e-02   1.1508929e-01   9.4465647e-03
   3.5000000e-02   1.4000000e-02   4.0070000e+00   9.9254852e-01   3.3536186e-02   1.1675389e-01   9.5542633e-03
   3.5500000e-02   1.4200000e-02   4.0071000e+00   9.9233470e-01   3.3994291e-02   1.1841827e-01   9.6611352e-03
   3.6000000e-02   1.4400000e-02   4.0072000e+00   9.9211788e-01   3.4451822e-02   1.2008241e-01   9.7671961e-03
   3.6500000e-02   1.4600000e-02   4.0073000e+00   9.9189806e-01   3.4908758e-02   1.2174630e-01   9.8724329e-03
   3.7000000e-02   1.4800000e-02   4.0074000e+00   9.9167523e-01   3.5365116e-02   1.2340995e-01   9.9769043e-03
   3.7500000e-02   1.5000000e-02   4.0075000e+00   9.9144940e-01   3.5820890e-02   1.2507334e-01   1.0080522e-02
   3.8000000e-02   1.5200000e-02   4.0076000e+00   9.9122056e-01   3.6276081e-02   1.2673649e-01   1.0183361e-02
   3.8500000e-02   1.5400000e-02   4.0077000e+00   9.9098873e-01   3.6730691e-02   1.2839936e-01   1.0285377e-02
   3.9000000e-02   1.5600000e-02   4.0078000e+00   9.9075390e-01   3.7184727e-02   1.3006197e-01   1.0386583e-02
   3.9500000e-02   1.5800000e-02   4.0079000e+00   9.9051608e-01   3.7638179e-02   1.3172431e-01   1.0486997e-02
   4.0000000e-02   1.6000000e-02   4.0080000e+00   9.9027525e-01   3.8091039e-02   1.3338636e-01   1.0586619e-02
   4.0500000e-02   1.6200000e-02   4.0081000e+00   9.9003143e-01   3.8543326e-02   1.3504813e-01   1.0685359e-02
   4.1000000e-02   1.6400000e-02   4.0082000e+00   9.8978462e-01   3.8995035e-02   1.3670961e-01   1.0783367e-02
   4.1500000e-02   1.6600000e-02   4.0083000e+00   9.8953481e-01   3.9446176e-02   1.3837079e-01   1.0880552e-02
   4.2000000e-02   1.6800000e-02   4.0084000e+00   9.8928201e-01   3.9896728e-02   1.4003167e-01   1.0976961e-02
   4.2500000e-02   1.7000000e-02   4.0085000e+00   9.8902621e-01   4.0346701e-02   1.4169225e-01   1.1072565e-02
   4.3000000e-02   1.7200000e-02   4.0086000e+00   9.8876743e-01   4.0796102e-02   1.4335250e-01   1.1167331e-02
   4.3500000e-02   1.7400000e-02   4.0087000e+00   9.8850566e-01   4.1244917e-02   1.4501245e-01   1.1261324e-02
   4.4000000e-02   1.7600000e-02   4.0088000e+00   9.8824089e-01   4.1693154e-02   1.4667206e-01   1.1354496e-02
   4.4500000e-02   1.7800000e-02   4.0089000e+00   9.8797314e-01   4.2140832e-02   1.4833135e-01   1.1446876e-02
   4.5000000e-02   1.8000000e-02   4.0090000e+00   9.8770241e-01   4.2587911e-02   1.4999030e-01   1.1538513e-02
   4.5500000e-02   1.8200000e-02   4.0091000e+00   9.8742868e-01   4.3034428e-02   1.5164891e-01   1.1629313e-02
   4.6000000e-02   1.8400000e-02   4.0092000e+00   9.8715198e-01   4.3480367e-02   1.5330718e-01   1.1719309e-02
   4.6500000e-02   1.8600000e-02   4.0093000e+00   9.8687229e-01   4.3925730e-02   1.5496509e-01   1.1808457e-02
   4.7000000e-02   1.8800000e-02   4.0094000e+00   9.8658961e-01   4.4370512e-02   1.5662266e-01   1.1896889e-02
   4.7500000e-02   1.9000000e-02   4.0095000e+00   9.8630396e-01   4.4814730e-02   1.5827985e-01   1.1984501e-02
   4.8000000e-02   1.9200000e-02   4.0096000e+00   9.8601533e-01   4.5258375e-02   1.5993668e-01   1.2071294e-02
   4.8500000e-02   1.9400000e-02   4.0097000e+00   9.8572371e-01   4.5701442e-02   1.6159313e-01   1.2157298e-02
   4.9000000e-02   1.9600000e-02   4.0098000e+00   9.8542912e-01   4.6143937e-02   1.6324920e-01   1.2242574e-02
   4.9500000e-02   1.9800000e-02   4.0099000e+00   9.8513155e-01   4.6585866e-02   1.6490489e-01   1.2326983e-02
   5.0000000e-02   2.0000000e-02   4.0100000e+00   9.8483101e-01   4.7027206e-02   1.6656020e-01   1.2410621e-02
   5.0500000e-02   2.0200000e-02   4.0101000e+00   9.8452749e-01   4.7467983e-02   1.6821510e-01   1.2493469e-02
   5.1000000e-02   2.0400000e-02   4.0102000e+00   9.8422100e-01   4.7908190e-02   1.6986960e-01   1.2575498e-02
